stop_name,mainTrafficType,lat,lon
"Benešov,Tylova",bus,49.7899246,14.6855354
"Benešov,Tyršova",bus,49.78122,14.6827965
"Benešov,U Náhonu",bus,49.78137,14.7015858
"Benešov,Úročnice",bus,49.8059654,14.62853
"Benešov,Úročnice,rozc.Hrusice",bus,49.8045,14.6208858
"Benešov,Vidlákova Lhota",bus,49.8138466,14.6552086
"Benešov,Vidlákova Lhota,rozc.",bus,49.80744,14.64987
"Benešov,Vlašimská",bus,49.7801476,14.7056561
"Benešov,Zapova",bus,49.7823944,14.6943054
Benice,bus,50.01357,14.6049852
Benkova,bus,50.03793,14.4990969
Bernardov,bus,50.0143471,15.3994856
Bernartice,bus,49.6762428,15.1293192
"Bernartice,most",bus,49.6763039,15.1453037
"Bernartice,rozc.",bus,49.67568,15.1234751
"Bernartice,SSÚD",bus,49.6750755,15.1189137
Beroun,train,49.9570923,14.0767078
"Beroun,autobusové nádraží",bus,49.9576263,14.0748854
"Beroun,Bezručova",bus,49.9673729,14.0649548
"Beroun,Brdatka",bus,49.9771347,14.0571537
"Beroun,Brožíkova",bus,49.9684448,14.0807228
"Beroun,Delvita",bus,49.9572449,14.0574121
"Beroun,Eternitka",bus,49.9789162,14.0751324
"Beroun,Hlinky",bus,49.9657249,14.0673532
"Beroun,Hostim",bus,49.9603157,14.1289291
"Beroun,Hostímská",bus,49.9627075,14.085537
"Beroun,Jarov,náves",bus,49.9468575,14.0640144
"Beroun,Jarov,odb.",bus,49.94816,14.0702457
"Beroun,Jungmannova",bus,49.96076,14.0596762
"Beroun,K Dubu",bus,49.9603462,14.0478935
"Beroun,Karla Čapka",bus,49.95638,14.04747
"Beroun,Lidl",bus,49.95226,14.0472307
"Beroun,Lištice",bus,49.96143,14.10378
"Beroun,Na Parkáně",bus,49.96245,14.0752249
"Beroun,Na Ratince",bus,49.95507,14.0791283
"Beroun,Obchodní",bus,49.95743,14.0596848
"Beroun,PAI",bus,49.9726067,14.0762854
"Beroun,Plzeňka",bus,49.96021,14.0645294
"Beroun,Plzeňská brána",bus,49.96261,14.0695229
"Beroun,pod dálnicí",bus,49.9577,14.0706472
"Beroun,Pod Homolkou",bus,49.9592667,14.0543814
"Beroun,Pod Hřbitovem",bus,49.9662247,14.0610609
"Beroun,Preislerova",bus,49.9591064,14.0580635
"Beroun,Prof.Veselého",bus,49.96329,14.0922861
"Beroun,sídliště",bus,49.95526,14.0536594
"Beroun,Školní náměstí",bus,49.9675522,14.0807858
"Beroun,třída Míru",bus,49.95594,14.0493841
"Beroun,U černého koně",bus,49.9655876,14.0724812
"Beroun,u hřbitova",bus,49.9666862,14.0613861
"Beroun,U Slavaše",bus,49.968895,14.079421
"Beroun,U Zelených",bus,49.9638176,14.0622225
"Beroun,V Lužánkách",bus,49.9768639,14.0446262
"Beroun,Velké sídliště",bus,49.9576073,14.0526495
"Beroun,Viničná",bus,49.9651146,14.058239
"Beroun,Vítězslava Hálka I",bus,49.97031,14.0680628
"Beroun,Vítězslava Hálka II",bus,49.96918,14.0627232
"Beroun,Wagnerovo nám.",bus,49.9656258,14.0704947
"Beroun,Zahořanská",bus,49.9626274,14.05412
"Beroun,Zavadilka",bus,49.9536438,14.0717287
"Beroun,Zdejcina",bus,49.97886,14.0328617
Beroun-Závodí,train,49.96642,14.0847216
Bertramka,tram,50.07223,14.3932905
Běrunice,train,50.1859055,15.3413191
"Běrunice,Běruničky",bus,50.19804,15.3344336
"Běrunice,Velké Výkleky",bus,50.18644,15.343049
Beřovice,bus,50.2683144,14.1235533
"Beřovice,Bakov",bus,50.2656479,14.0958042
"Beřovice,horní",bus,50.26581,14.119154
"Běštín,škola",bus,49.80876,14.0208473
"Běštín,transformátor",bus,49.805603,14.0152712
Betáň,bus,50.0071831,14.4796171
Betonárka,bus,50.0367126,14.5747881
Bezdědovice,train,49.4449959,13.8758154
Bezděkov p.Tř.,bus,49.57806,13.8785849
Bezděz,train,50.5160675,14.7293491
Bezno,bus,50.3672829,14.7946739
Bílá Hlína,bus,50.53285,14.9250956
Bílá Hora,tram,50.0755463,14.3227892
